<AP> D OW N T B R EY K M AY HH AA R T <SP> Z AY T S IY W AH N R OW <AP>|['rest', 'C4', 'C4', 'C4', 'C4', 'D4', 'D4', 'D4', 'D4', 'F4', 'F4', 'E4', 'E4', 'E4', 'E4', 'rest', 'C4', 'C4', 'D4', 'D4', 'D4', 'F4', 'F4', 'F4', 'G4', 'G4', 'rest']|['0.0240', '0.3000', '0.3000', '0.3000', '0.3000', '0.3000', '0.3000', '0.3000', '0.3000', '0.3000', '0.3000', '0.9000', '0.9000', '0.9000', '0.9000', '0.3600', '0.3000', '0.3000', '0.3000', '0.3000', '0.3000', '0.3000', '0.3000', '0.3000', '0.9000', '0.9000', '0.0240']|[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]|[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
<AP> L AH V ER Z S T R EY IH NG S IY Z AH N Z CH EY N JH IH NG B AH N P AW Y IY K AW <AP>|['rest', 'B3', 'B3', 'B3', 'B3', 'B3', 'Gb4', 'Gb4', 'Gb4', 'Gb4', 'Ab4', 'Ab4', 'E4', 'E4', 'E4', 'E4', 'E4', 'E4', 'E4', 'E4', 'E4', 'E4', 'Db4', 'Db4', 'E4', 'E4', 'E4', 'Db4', 'Db4', 'E4', 'E4', 'Gb4', 'Gb4', 'rest']|['0.0240', '0.3000', '0.3000', '0.3000', '0.3000', '0.3000', '0.4500', '0.4500', '0.4500', '0.4500', '0.4500', '0.4500', '0.7500', '0.7500', '0.7500', '0.7500', '0.7500', '0.7500', '0.6000', '0.6000', '0.6000', '0.6000', '0.6000', '0.6000', '0.3000', '0.3000', '0.3000', '0.3000', '0.3000', '0.3000', '0.3000', '0.3000', '0.3000', '0.0240']|[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]|[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
<AP> AY L B IY W EY T IH NG NG EH N IY W EY EY W AO AO HH UW AO X UW HH AH N M IY AW IY AW X IY AW <AP>|['rest', 'Eb4', 'Eb4', 'F4', 'F4', 'G4', 'G4', 'G4', 'F4', 'F4', 'Eb4', 'F4', 'F4', 'F4', 'Eb4', 'Eb4', 'C4', 'Eb4', 'Eb4', 'F4', 'G4', 'G4', 'G4', 'F4', 'F4', 'Eb4', 'Eb4', 'Eb4', 'F4', 'F4', 'F4', 'Eb4', 'Eb4', 'C4', 'C4', 'C4', 'rest']|['0.0240', '0.3000', '0.3000', '0.3000', '0.3000', '0.2400', '0.2400', '0.2400', '0.2400', '0.2400', '0.2400', '0.1500', '0.1500', '0.1500', '1.0500', '1.0500', '1.0500', '0.3000', '0.3000', '0.3000', '0.2400', '0.2400', '0.2400', '0.2400', '0.2400', '0.2400', '0.2400', '0.2400', '0.3000', '0.3000', '0.3000', '0.3000', '0.3000', '0.9000', '0.9000', '0.9000', '0.0240']|[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]|[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
<AP> CH UH NG M AE N X IY AW Y UW L EY D ER SH IY IY G UW AE NG B EY EY B IY <AP>|['rest', 'F4', 'F4', 'F4', 'E4', 'E4', 'E4', 'F4', 'F4', 'F4', 'E4', 'E4', 'F4', 'F4', 'G4', 'G4', 'E4', 'E4', 'C4', 'D4', 'D4', 'D4', 'D4', 'C4', 'C4', 'D4', 'D4', 'D4', 'rest']|['0.0324', '0.4054', '0.4054', '0.4054', '0.2027', '0.2027', '0.2027', '0.6081', '0.6081', '0.6081', '0.2027', '0.2027', '0.6081', '0.6081', '0.2027', '0.2027', '0.6081', '0.6081', '0.6081', '1.2162', '1.2162', '1.2162', '1.2162', '1.6216', '1.6216', '1.6216', '1.6216', '1.6216', '0.0324']|[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]|[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1]
<AP> JH ER JH UH NG F ER EH V ER L AH V N AA M ER SH AH N <AP>|['rest', 'C4', 'C4', 'C4', 'C4', 'C4', 'Bb3', 'Bb3', 'C4', 'Bb3', 'Bb3', 'C4', 'C4', 'C4', 'C4', 'C4', 'Bb3', 'Bb3', 'C4', 'C4', 'C4', 'rest']|['0.0240', '0.1500', '0.1500', '0.1500', '0.1500', '0.1500', '0.1500', '0.1500', '0.1500', '0.1500', '0.1500', '0.3000', '0.3000', '0.3000', '0.1500', '0.1500', '0.1500', '0.1500', '0.3000', '0.3000', '0.3000', '0.0240']|[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]|[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]
<AP> Z AY B UW HH UW AH N X IY AW <SP> K IH S G UH D B AY <AP>|['rest', 'C4', 'C4', 'Bb3', 'Bb3', 'C4', 'C4', 'C4', 'C4', 'Bb3', 'Bb3', 'Bb3', 'rest', 'C4', 'C4', 'C4', 'Bb3', 'Bb3', 'Bb3', 'C4', 'C4', 'rest']|['0.0240', '0.1500', '0.1500', '0.1500', '0.1500', '0.1500', '0.1500', '0.1500', '0.1500', '0.1500', '0.1500', '0.1500', '0.0240', '0.1500', '0.1500', '0.1500', '0.1500', '0.1500', '0.1500', '0.1500', '0.1500', '0.0240']|[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]|[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]
<AP> B EY B IY B UW Y AW Z AY K UW Q IY <AP>|['rest', 'Eb4', 'Eb4', 'Eb4', 'Eb4', 'Eb4', 'Eb4', 'C4', 'C4', 'F4', 'F4', 'Eb4', 'Eb4', 'Eb4', 'Eb4', 'rest']|['0.0353', '0.2206', '0.2206', '0.2206', '0.2206', '0.2206', '0.2206', '0.2206', '0.2206', '0.4412', '0.4412', '0.2206', '0.2206', '1.1029', '1.1029', '0.0353']|[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]|[1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
<AP> M EY Y IY T S IY K IH S Y UW G UH D B AY <AP>|['rest', 'C4', 'C4', 'Bb4', 'Bb4', 'Ab4', 'Ab4', 'Ab4', 'G4', 'G4', 'G4', 'Ab4', 'Ab4', 'Bb4', 'Bb4', 'Bb4', 'Ab4', 'Ab4', 'rest']|['0.0353', '0.4412', '0.4412', '0.4412', '0.4412', '0.4412', '0.4412', '0.4412', '0.4412', '0.4412', '0.4412', '0.4412', '0.4412', '0.4412', '0.4412', '0.4412', '0.4412', '0.4412', '0.0353']|[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]|[1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
<AP> Q IY NG S UH NG Y IY X IY AA IY AA IY AA W IH N D OW OW Z J IY UH B AA <AP>|['rest', 'C4', 'C4', 'C4', 'E4', 'E4', 'E4', 'G4', 'G4', 'F4', 'F4', 'F4', 'G4', 'G4', 'F4', 'F4', 'A4', 'A4', 'A4', 'F4', 'F4', 'F4', 'F4', 'C4', 'C4', 'C4', 'C4', 'C4', 'rest']|['0.0180', '0.2256', '0.2256', '0.2256', '0.2256', '0.2256', '0.2256', '0.2256', '0.2256', '0.2256', '0.2256', '0.2256', '0.2256', '0.2256', '0.2256', '0.2256', '0.3383', '0.3383', '0.3383', '0.3383', '0.3383', '0.4511', '0.4511', '0.2256', '0.2256', '0.2256', '0.2256', '0.2256', '0.0180']|[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]|[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
<AP> W UW F AA B UW ^ AY N IY B EY B IY <AP>|['rest', 'E4', 'E4', 'F4', 'F4', 'G4', 'G4', 'A4', 'A4', 'G4', 'G4', 'C4', 'C4', 'C4', 'C4', 'rest']|['0.0250', '0.1562', '0.1562', '0.1562', '0.1562', '0.1562', '0.1562', '0.3125', '0.3125', '0.1562', '0.1562', '0.9375', '0.9375', '0.9375', '0.9375', '0.0250']|[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]|[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1]
<AP> AY B IH L IY V N IY HH AY Z AY N AA L IY D AH NG D AY <AP>|['rest', 'G4', 'C4', 'C4', 'D4', 'D4', 'D4', 'D4', 'D4', 'E4', 'E4', 'F4', 'F4', 'E4', 'E4', 'F4', 'F4', 'G4', 'G4', 'G4', 'E4', 'E4', 'rest']|['0.0343', '0.4286', '0.8571', '0.8571', '0.8571', '0.8571', '0.8571', '0.2143', '0.2143', '0.2143', '0.2143', '0.4286', '0.4286', '0.2143', '0.2143', '0.4286', '0.4286', '0.4286', '0.4286', '0.4286', '0.6429', '0.6429', '0.0343']|[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]|[1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
<AP> W IY AO L L AA R JH UH NG G UW AO R AH N <AP>|['rest', 'Db4', 'Db4', 'Db4', 'Db4', 'Db4', 'Db4', 'Db4', 'Db4', 'Db4', 'Db4', 'B3', 'B3', 'B3', 'Bb3', 'Bb3', 'Bb3', 'rest']|['0.0185', '0.2308', '0.2308', '0.1154', '0.1154', '0.1154', '0.4615', '0.4615', '0.2308', '0.2308', '0.2308', '0.2308', '0.2308', '0.2308', '0.4615', '0.4615', '0.4615', '0.0185']|[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]|[1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
<AP> R AY T HH IY R <AP> R AY T N AW <AP> R AE NG W AO M AH N Y IY Q IY T AY Q IY T OW <AP>|['rest', 'C4', 'C4', 'C4', 'C4', 'C4', 'C4', 'rest', 'C4', 'C4', 'C4', 'C4', 'C4', 'rest', 'C4', 'C4', 'C4', 'C4', 'C4', 'C4', 'C4', 'C4', 'C4', 'C4', 'D4', 'D4', 'C4', 'C4', 'B3', 'B3', 'B3', 'B3', 'rest']|['0.0200', '0.5000', '0.5000', '0.5000', '0.5000', '0.5000', '0.5000', '0.5000', '0.5000', '0.5000', '0.5000', '0.7500', '0.7500', '0.5000', '0.7500', '0.7500', '0.7500', '0.5000', '0.5000', '0.2500', '0.2500', '0.2500', '0.5000', '0.5000', '0.5000', '0.5000', '0.5000', '0.5000', '0.2500', '0.2500', '0.5000', '0.5000', '0.0200']|[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]|[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
<AP> M AY L AH V HH AE Z G AO N AH W W EY Y OW SH AE NG B IY NG M EY Y OW HH AW Y IY X IY EH <AP>|['rest', 'C4', 'C4', 'C4', 'C4', 'C4', 'D4', 'D4', 'D4', 'Eb4', 'Eb4', 'Eb4', 'C4', 'C4', 'G4', 'G4', 'F4', 'F4', 'F4', 'F4', 'F4', 'G4', 'G4', 'G4', 'G4', 'G4', 'F4', 'F4', 'Eb4', 'Eb4', 'Bb3', 'Bb3', 'C4', 'C4', 'C4', 'rest']|['0.0308', '0.3846', '0.3846', '0.3846', '0.3846', '0.3846', '0.3846', '0.3846', '0.3846', '0.3846', '0.3846', '0.3846', '0.3846', '0.3846', '0.8462', '0.8462', '0.3846', '0.3846', '0.3846', '0.3846', '0.3846', '0.3846', '0.3846', '0.3846', '0.3846', '0.3846', '0.3846', '0.3846', '0.3846', '0.3846', '0.3846', '0.3846', '1.1538', '1.1538', '1.1538', '0.0308']|[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]|[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
<AP> L IY N Y UW J IY UH F AA SH AW W AY D IH D W IY K IH S <AP>|['rest', 'C4', 'C4', 'C4', 'D4', 'D4', 'F4', 'F4', 'F4', 'G4', 'G4', 'A4', 'A4', 'C4', 'C4', 'D4', 'D4', 'D4', 'F4', 'F4', 'F4', 'F4', 'F4', 'rest']|['0.0195', '0.2439', '0.2439', '0.2439', '0.2439', '0.2439', '0.2439', '0.2439', '0.2439', '0.2439', '0.2439', '0.4878', '0.4878', '0.2439', '0.2439', '0.2439', '0.2439', '0.2439', '0.2439', '0.2439', '0.4878', '0.4878', '0.4878', '0.0195']|[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]|[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
