<AP> AY F AW N D AH L AH V <AP>|['rest', 'B3', 'Db4', 'Db4', 'Db4', 'Db4', 'F4', 'F4', 'F4', 'F4', 'rest']|['0.0240', '0.3000', '0.3000', '0.3000', '0.3000', '0.3000', '0.1500', '0.7500', '0.7500', '0.7500', '0.0240']|[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]|[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
<AP> DH IY Z N AY T S N EH V ER S IY M T UW G OW T UW P L AE N <AP>|['rest', 'Ab4', 'Ab4', 'Ab4', 'Gb4', 'Gb4', 'Gb4', 'Gb4', 'Eb4', 'Eb4', 'Db4', 'Db4', 'Eb4', 'Eb4', 'Eb4', 'B3', 'B3', 'B3', 'B3', 'B3', 'B3', 'Eb4', 'Eb4', 'Eb4', 'Eb4', 'rest']|['0.0240', '0.3000', '0.3000', '0.3000', '0.3000', '0.3000', '0.3000', '0.3000', '0.3000', '0.3000', '0.3000', '0.3000', '0.3000', '0.3000', '0.3000', '0.3000', '0.3000', '0.3000', '0.3000', '0.3000', '0.3000', '0.6000', '0.6000', '0.6000', '0.6000', '0.0240']|[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]|[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
<AP> Y UW N OW Y UW L AH V M IY <AP>|['rest', 'C4', 'C4', 'G4', 'G4', 'E4', 'E4', 'D4', 'D4', 'D4', 'E4', 'E4', 'rest']|['0.0182', '0.2273', '0.2273', '0.2273', '0.2273', '0.2273', '0.2273', '0.4545', '0.4545', '0.4545', '0.6818', '0.6818', '0.0182']|[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]|[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
<AP> AH N D W IY W IH L N EH V ER EH V ER EH V ER B IY AH P P AA R T <AP>|['rest', 'C4', 'C4', 'C4', 'C4', 'C4', 'D4', 'D4', 'D4', 'D4', 'D4', 'E4', 'E4', 'D4', 'E4', 'E4', 'D4', 'E4', 'E4', 'D4', 'D4', 'E4', 'E4', 'D4', 'D4', 'D4', 'D4', 'rest']|['0.0182', '0.2273', '0.2273', '0.2273', '0.2273', '0.2273', '0.2273', '0.2273', '0.2273', '0.4545', '0.4545', '0.4545', '0.4545', '0.4545', '0.4545', '0.4545', '0.4545', '0.4545', '0.4545', '0.2273', '0.2273', '1.1364', '1.1364', '1.1364', '1.1364', '1.1364', '1.1364', '0.0182']|[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]|[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
<AP> AY W AA N AH F AA L OW W EH R SH IY G OW Z <AP>|['rest', 'D4', 'C4', 'C4', 'D4', 'D4', 'C4', 'C4', 'Bb3', 'Bb3', 'G3', 'G3', 'G3', 'F3', 'F3', 'C4', 'C4', 'C4', 'rest']|['0.0182', '0.2273', '0.4545', '0.4545', '0.4545', '0.4545', '0.4545', '0.4545', '0.4545', '0.4545', '0.2273', '0.2273', '0.2273', '0.2273', '0.2273', '0.4545', '0.4545', '0.4545', '0.0182']|[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]|[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
<AP> W IH DH V OY S AH Z R EY EY Z D AH N D F R EH N D SH IH P B AW N D <AP>|['rest', 'D4', 'D4', 'D4', 'B3', 'B3', 'B3', 'B3', 'B3', 'B3', 'B3', 'C4', 'C4', 'C4', 'D4', 'D4', 'D4', 'D4', 'D4', 'D4', 'D4', 'D4', 'E4', 'E4', 'E4', 'D4', 'D4', 'D4', 'D4', 'rest']|['0.0185', '0.4615', '0.4615', '0.4615', '0.9231', '0.9231', '0.9231', '0.9231', '0.9231', '0.4615', '0.4615', '0.4615', '0.4615', '0.4615', '0.4615', '0.4615', '0.4615', '0.4615', '0.4615', '0.4615', '0.4615', '0.4615', '0.4615', '0.4615', '0.4615', '0.4615', '0.4615', '0.4615', '0.4615', '0.0185']|[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]|[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
<AP> DH EH R AA R N OW B AO R D ER Z T UW DH IH S HH OW M <AP>|['rest', 'E4', 'E4', 'E4', 'Gb4', 'Gb4', 'Gb4', 'Gb4', 'B3', 'B3', 'B3', 'Db4', 'Db4', 'Db4', 'B3', 'B3', 'D4', 'D4', 'D4', 'Db4', 'Db4', 'Db4', 'rest']|['0.1846', '0.4615', '0.4615', '0.4615', '0.6923', '0.6923', '0.2308', '0.2308', '0.9231', '0.9231', '0.9231', '0.9231', '0.9231', '0.9231', '0.4615', '0.4615', '0.4615', '0.4615', '0.4615', '0.4615', '0.4615', '0.4615', '0.1846']|[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]|[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
<AP> T UW B IH L D B IH AA N D <AP> W IY R IY CH W IH DH IH N <AP>|['rest', 'C4', 'C4', 'Db4', 'Db4', 'Db4', 'Db4', 'F4', 'F4', 'Eb4', 'Eb4', 'Eb4', 'rest', 'Bb3', 'Bb3', 'C4', 'C4', 'C4', 'Db4', 'C4', 'C4', 'C4', 'C4', 'rest']|['0.1846', '0.4615', '0.4615', '0.4615', '0.4615', '0.4615', '0.4615', '0.6923', '0.6923', '0.6923', '0.6923', '0.6923', '0.1846', '0.2308', '0.2308', '0.4615', '0.4615', '0.4615', '0.4615', '1.3846', '1.3846', '1.3846', '1.3846', '0.1846']|[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]|[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
<AP> N EH V ER IH N AH F <AP>|['rest', 'C4', 'C4', 'D4', 'D4', 'E4', 'G4', 'G4', 'G4', 'rest']|['0.0348', '0.2174', '0.2174', '0.2174', '0.2174', '0.2174', '0.2174', '0.2174', '1.7391', '0.0348']|[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]|[1, 0, 0, 0, 0, 0, 0, 0, 0, 1]
<AP> R OW R OW R OW Y AO R B OW T <AP>|['rest', 'C4', 'C4', 'C4', 'C4', 'C4', 'C4', 'D4', 'D4', 'D4', 'E4', 'E4', 'E4', 'rest']|['0.0245', '0.9184', '0.9184', '0.9184', '0.9184', '0.6122', '0.6122', '0.3061', '0.3061', '0.3061', '0.9184', '0.9184', '0.9184', '0.0245']|[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]|[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
<AP> W AH T W UH D AY D UW W IH TH AW T Y AO R S M AA R T M AW TH <AP>|['rest', 'C4', 'C4', 'C4', 'D4', 'D4', 'D4', 'D4', 'D4', 'D4', 'D4', 'D4', 'D4', 'D4', 'D4', 'D4', 'D4', 'D4', 'Bb3', 'Bb3', 'Bb3', 'Bb3', 'Bb3', 'Bb3', 'Bb3', 'Bb3', 'rest']|['0.0200', '0.2500', '0.2500', '0.2500', '0.2500', '0.2500', '0.2500', '0.5000', '0.2500', '0.2500', '0.2500', '0.2500', '0.2500', '0.5000', '0.5000', '0.5000', '0.5000', '0.5000', '0.5000', '0.5000', '0.5000', '0.5000', '0.5000', '0.5000', '0.5000', '0.5000', '0.0200']|[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]|[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
